id,name,group,transport,volume,tags,price_min,price_avg,price_max,component,source
ship_par_l_miner_liquid_01_b,Chthonios (Gas) Sentinel,,ship,1,ship,1186405,1395770,1605136,ship_par_l_miner_liquid_01_b_macro,
ship_par_l_miner_liquid_02_a,Chthonios E (Gas),,ship,1,ship,1352877,1591620,1830363,ship_par_l_miner_liquid_02_a_macro,
ship_par_l_miner_solid_01_a,Chthonios (Mineral) Vanguard,,ship,1,ship,981657,1154890,1328124,ship_par_l_miner_solid_01_a_macro,
ship_par_l_miner_solid_01_b,Chthonios (Mineral) Sentinel,,ship,1,ship,1186405,1395770,1605136,ship_par_l_miner_solid_01_b_macro,
ship_par_l_miner_solid_02_a,Chthonios E (Mineral),,ship,1,ship,1352881,1591625,1830369,ship_par_l_miner_solid_02_a_macro,
ship_par_l_trans_container_01_a,Helios Vanguard,,ship,1,ship,1696396,1995760,2295124,ship_par_l_trans_container_01_a_macro,
ship_par_l_trans_container_01_b,Helios Sentinel,,ship,1,ship,2049189,2410810,2772432,ship_par_l_trans_container_01_b_macro,
ship_par_l_trans_container_02_a,Selene Vanguard,,ship,1,ship,1696396,1995760,2295124,ship_par_l_trans_container_02_a_macro,
ship_par_l_trans_container_02_b,Selene Sentinel,,ship,1,ship,2049189,2410810,2772432,ship_par_l_trans_container_02_b_macro,
ship_par_l_trans_container_03_a,Helios E,,ship,1,ship,2949500,3470000,3990500,ship_par_l_trans_container_03_a_macro,
ship_par_m_corvette_01_a,Nemesis Vanguard,,ship,1,ship,528951,622295,715639,ship_par_m_corvette_01_a_macro,
ship_par_m_corvette_01_b,Nemesis Sentinel,,ship,1,ship,634372,746320,858268,ship_par_m_corvette_01_b_macro,
ship_par_m_frigate_01_a,Gorgon Vanguard,,ship,1,ship,933555,1098300,1263045,ship_par_m_frigate_01_a_macro,
ship_par_m_frigate_01_b,Gorgon Sentinel,,ship,1,ship,1124584,1323040,1521496,ship_par_m_frigate_01_b_macro,
ship_par_m_miner_liquid_01_a,Plutus (Gas) Vanguard,,ship,1,ship,113059,133010,152962,ship_par_m_miner_liquid_01_a_macro,
ship_par_m_miner_liquid_01_b,Plutus (Gas) Sentinel,,ship,1,ship,138129,162505,186881,ship_par_m_miner_liquid_01_b_macro,
ship_par_m_miner_solid_01_a,Plutus (Mineral) Vanguard,,ship,1,ship,113059,133010,152962,ship_par_m_miner_solid_01_a_macro,
ship_par_m_miner_solid_01_b,Plutus (Mineral) Sentinel,,ship,1,ship,138129,162505,186881,ship_par_m_miner_solid_01_b_macro,
ship_par_m_trans_container_01_a,Demeter Vanguard,,ship,1,ship,150153,176650,203148,ship_par_m_trans_container_01_a_macro,
ship_par_m_trans_container_01_b,Demeter Sentinel,,ship,1,ship,194693,229050,263408,ship_par_m_trans_container_01_b_macro,
ship_par_m_trans_container_02_a,Hermes Vanguard,,ship,1,ship,150153,176650,203148,ship_par_m_trans_container_02_a_macro,
ship_par_m_trans_container_02_b,Hermes Sentinel,,ship,1,ship,194693,229050,263408,ship_par_m_trans_container_02_b_macro,
ship_par_m_trans_container_03_a,Prometheus,,ship,1,ship,203460,292080,380700,ship_par_m_trans_container_03_a_macro,
ship_par_s_fighter_01_a,Perseus Vanguard,,ship,1,ship,133284,156805,180326,ship_par_s_fighter_01_a_macro,
ship_par_s_fighter_01_b,Perseus Sentinel,,ship,1,ship,159928,188150,216373,ship_par_s_fighter_01_b_macro,
ship_par_s_fighter_02_a,Theseus Vanguard,,ship,1,ship,150773,177380,203987,ship_par_s_fighter_02_a_macro,
ship_par_s_fighter_02_b,Theseus Sentinel,,ship,1,ship,180149,211940,243731,ship_par_s_fighter_02_b_macro,
ship_par_s_heavyfighter_01_a,Ares,,ship,1,ship,207009,243540,280071,ship_par_s_heavyfighter_01_a_macro,
ship_par_s_miner_solid_01_a,Tethys (Mineral),,ship,1,ship,70775,83265,95755,ship_par_s_miner_solid_01_a_macro,
ship_par_s_scout_01_a,Pegasus Vanguard,,ship,1,ship,68043,80050,92058,ship_par_s_scout_01_a_macro,
ship_par_s_scout_01_b,Pegasus Sentinel,,ship,1,ship,82731,97330,111930,ship_par_s_scout_01_b_macro,
ship_par_s_trans_container_01_a,Tethys Vanguard,,ship,1,ship,127751,150295,172839,ship_par_s_trans_container_01_a_macro,
ship_par_s_trans_container_01_b,Tethys Sentinel,,ship,1,ship,156239,183810,211382,ship_par_s_trans_container_01_b_macro,
ship_par_xl_builder_01_a,Heracles Vanguard,,ship,1,ship,7755200,9123765,10492330,ship_par_xl_builder_01_a_macro,
ship_par_xl_builder_01_b,Heracles Sentinel,,ship,1,ship,9306200,10948470,12590741,ship_par_xl_builder_01_b_macro,
ship_par_xl_carrier_01_a,Zeus Vanguard,,ship,1,ship,11158558,13127715,15096872,ship_par_xl_carrier_01_a_macro,
ship_par_xl_carrier_01_b,Zeus Sentinel,,ship,1,ship,13385719,15747905,18110091,ship_par_xl_carrier_01_b_macro,
ship_par_xl_carrier_02_a,Zeus E,,ship,1,ship,14909536,17540630,20171725,ship_par_xl_carrier_02_a_macro,
ship_par_xl_resupplier_01_a,Atlas Vanguard,,ship,1,ship,8194429,9640505,11086581,ship_par_xl_resupplier_01_a_macro,
ship_par_xl_resupplier_01_b,Atlas Sentinel,,ship,1,ship,9833493,11568815,13304137,ship_par_xl_resupplier_01_b_macro,
ship_par_xl_resupplier_02_a,Atlas E,,ship,1,ship,13138973,15457615,17776257,ship_par_xl_resupplier_02_a_macro,
ship_par_xs_police_01_a,Paranid Station Security Vessel,drones,equipment,1,drone equipment noplayerblueprint,9707,11420,13133,ship_par_xs_police_01_a_macro,
ship_tel_l_destroyer_01_a,Phoenix Vanguard,,ship,1,ship,4482356,5273360,6064364,ship_tel_l_destroyer_01_a_macro,
ship_tel_l_destroyer_01_b,Phoenix Sentinel,,ship,1,ship,5361719,6307905,7254091,ship_tel_l_destroyer_01_b_macro,
ship_tel_l_destroyer_02_a,Phoenix E,,ship,1,ship,5431379,6034866,6638353,ship_tel_l_destroyer_02_a_macro,
ship_tel_l_miner_liquid_01_a,Crane (Gas) Vanguard,,ship,1,ship,1277814,1503310,1728807,ship_tel_l_miner_liquid_01_a_macro,
ship_tel_l_miner_liquid_01_b,Crane (Gas) Sentinel,,ship,1,ship,1533732,1804390,2075049,ship_tel_l_miner_liquid_01_b_macro,
ship_tel_l_miner_liquid_02_a,Crane E (Gas),,ship,1,ship,1537750,1922187,2306625,ship_tel_l_miner_liquid_02_a_macro,
ship_tel_l_miner_solid_01_a,Crane (Mineral) Vanguard,,ship,1,ship,1277814,1503310,1728807,ship_tel_l_miner_solid_01_a_macro,
ship_tel_l_miner_solid_01_b,Crane (Mineral) Sentinel,,ship,1,ship,1533732,1804390,2075049,ship_tel_l_miner_solid_01_b_macro,
ship_tel_l_miner_solid_02_a,Crane E (Mineral),,ship,1,ship,1537750,1922187,2306625,ship_tel_l_miner_solid_02_a_macro,
ship_tel_l_trans_container_01_a,Pelican Vanguard,,ship,1,ship,2254893,2652815,3050737,ship_tel_l_trans_container_01_a_macro,
ship_tel_l_trans_container_01_b,Pelican Sentinel,,ship,1,ship,2719180,3199035,3678890,ship_tel_l_trans_container_01_b_macro,
ship_tel_l_trans_container_02_a,Heron Vanguard,,ship,1,ship,2071119,2436610,2802102,ship_tel_l_trans_container_02_a_macro,
ship_tel_l_trans_container_02_b,Heron Sentinel,,ship,1,ship,2472416,2908725,3345034,ship_tel_l_trans_container_02_b_macro,
ship_tel_l_trans_container_03_a,Heron E,,ship,1,ship,2840826,3551033,4261239,ship_tel_l_trans_container_03_a_macro,
ship_tel_m_bomber_01_a,Peregrine Vanguard,,ship,1,ship,625354,735710,846067,ship_tel_m_bomber_01_a_macro,
ship_tel_m_bomber_01_b,Peregrine Sentinel,,ship,1,ship,739861,870425,1000989,ship_tel_m_bomber_01_b_macro,
ship_tel_m_frigate_01_a,Osprey Vanguard,,ship,1,ship,887574,1044205,1200836,ship_tel_m_frigate_01_a_macro,
ship_tel_m_frigate_01_b,Osprey Sentinel,,ship,1,ship,1074162,1263720,1453278,ship_tel_m_frigate_01_b_macro,
ship_tel_m_miner_liquid_01_a,Manorina (Gas) Vanguard,,ship,1,ship,101035,118865,136695,ship_tel_m_miner_liquid_01_a_macro,
ship_tel_m_miner_liquid_01_b,Manorina (Gas) Sentinel,,ship,1,ship,122349,143940,165531,ship_tel_m_miner_liquid_01_b_macro,
ship_tel_m_miner_solid_01_a,Manorina (Mineral) Vanguard,,ship,1,ship,101035,118865,136695,ship_tel_m_miner_solid_01_a_macro,
ship_tel_m_miner_solid_01_b,Manorina (Mineral) Sentinel,,ship,1,ship,122349,143940,165531,ship_tel_m_miner_solid_01_b_macro,
ship_tel_m_trans_container_01_a,Vulture Vanguard,,ship,1,ship,226117,266020,305923,ship_tel_m_trans_container_01_a_macro,
ship_tel_m_trans_container_01_b,Vulture Sentinel,,ship,1,ship,262323,308615,354907,ship_tel_m_trans_container_01_b_macro,
ship_tel_m_trans_container_02_a,Tern Vanguard,,ship,1,ship,226117,266020,305923,ship_tel_m_trans_container_02_a_macro,
ship_tel_m_trans_container_02_b,Tern Sentinel,,ship,1,ship,262323,308615,354907,ship_tel_m_trans_container_02_b_macro,
ship_tel_m_trans_container_03_a,Cormorant Vanguard,,ship,1,ship,356006,418830,481655,ship_tel_m_trans_container_03_a_macro,
ship_tel_s_fighter_01_a,Falcon Vanguard,,ship,1,ship,139706,164360,189014,ship_tel_s_fighter_01_a_macro,
ship_tel_s_fighter_01_b,Falcon Sentinel,,ship,1,ship,166349,195705,225061,ship_tel_s_fighter_01_b_macro,
ship_tel_s_fighter_02_a,Buzzard Vanguard,,ship,1,ship,134173,157850,181528,ship_tel_s_fighter_02_a_macro,
ship_tel_s_fighter_02_b,Buzzard Sentinel,,ship,1,ship,161772,190320,218868,ship_tel_s_fighter_02_b_macro,
ship_tel_s_miner_solid_01_a,Magpie (Mineral),,ship,1,ship,77197,90820,104443,ship_tel_s_miner_solid_01_a_macro,
ship_tel_s_scout_01_a,Kestrel Vanguard,,ship,1,ship,78153,91945,105737,ship_tel_s_scout_01_a_macro,
ship_tel_s_scout_01_b,Kestrel Sentinel,,ship,1,ship,93798,110350,126903,ship_tel_s_scout_01_b_macro,
ship_tel_s_scout_02_a,Guillemot Vanguard,,ship,1,ship,118596,139525,160454,ship_tel_s_scout_02_a_macro,
ship_tel_s_scout_02_b,Guillemot Sentinel,,ship,1,ship,141551,166530,191510,ship_tel_s_scout_02_b_macro,
ship_tel_s_trans_container_01_a,Magpie Vanguard,,ship,1,ship,143395,168700,194005,ship_tel_s_trans_container_01_a_macro,
ship_tel_s_trans_container_01_b,Magpie Sentinel,,ship,1,ship,170038,200045,230052,ship_tel_s_trans_container_01_b_macro,
ship_tel_s_trans_container_02_a,Raven,,ship,1,noblueprint nocustomgamestart noplayerbuild ship,481177,566090,651004,ship_tel_s_trans_container_02_a_macro,
ship_tel_xl_builder_01_a,Albatross Vanguard,,ship,1,ship,7755200,9123765,10492330,ship_tel_xl_builder_01_a_macro,
ship_tel_xl_builder_01_b,Albatross Sentinel,,ship,1,ship,9306200,10948470,12590741,ship_tel_xl_builder_01_b_macro,
ship_tel_xl_carrier_01_a,Condor Vanguard,,ship,1,ship,9494968,11170550,12846133,ship_tel_xl_carrier_01_a_macro,
ship_tel_xl_carrier_01_b,Condor Sentinel,,ship,1,ship,11398156,13409595,15421034,ship_tel_xl_carrier_01_b_macro,
ship_tel_xl_resupplier_01_a,Stork Vanguard,,ship,1,ship,6617127,7784855,8952583,ship_tel_xl_resupplier_01_a_macro,
ship_tel_xl_resupplier_01_b,Stork Sentinel,,ship,1,ship,7941236,9342630,10744025,ship_tel_xl_resupplier_01_b_macro,
ship_tel_xs_police_01_a,Teladi Station Security Vessel A,drones,equipment,1,drone equipment noplayerblueprint,9707,11420,13133,ship_tel_xs_police_01_a_macro,
ship_tel_xs_police_02_a,Teladi Station Security Vessel B,drones,equipment,1,drone equipment noplayerblueprint,9707,11420,13133,ship_tel_xs_police_02_a_macro,
ship_tel_xs_police_03_a,Teladi Station Security Vessel C,drones,equipment,1,drone equipment noplayerblueprint,9707,11420,13133,ship_tel_xs_police_03_a_macro,
ship_xen_l_terraformer_01_a,H,,ship,1,nocustomgamestart ship,1424804,1676240,1927676,ship_xen_l_terraformer_01_a_macro,
ship_xen_m_corvette_01_a,B,,ship,1,nocustomgamestart ship,84660,99600,114540,ship_xen_m_corvette_01_a_macro,
ship_xen_m_corvette_02_a,PE,,ship,1,nocustomgamestart ship,72505,85300,98095,ship_xen_m_corvette_02_a_macro,
ship_xen_m_fighter_01_a,P,,ship,1,noplayerblueprint ship,66827,78620,90413,ship_xen_m_fighter_01_a_macro,
ship_xen_m_miner_01_a,S,,ship,1,noplayerblueprint ship,60648,71350,82053,ship_xen_m_miner_01_a_macro,
ship_xen_m_miner_solid_01_a,SE,,ship,1,nocustomgamestart ship,60648,71350,82053,ship_xen_m_miner_solid_01_a_macro,
ship_xen_s_fighter_01_a,N,,ship,1,noplayerblueprint ship,29351,34530,39710,ship_xen_s_fighter_01_a_macro,
ship_xen_s_fighter_02_a,M,,ship,1,noplayerblueprint ship,33864,39840,45816,ship_xen_s_fighter_02_a_macro,
ship_xen_s_heavyfighter_01_a,F,,ship,1,nocustomgamestart ship,57630,67800,77970,ship_xen_s_heavyfighter_01_a_macro,
ship_xen_s_scout_01_a,T,,ship,1,noplayerblueprint ship,21998,25880,29762,ship_xen_s_scout_01_a_macro,
ship_xen_xl_carrier_01_a,I,,ship,1,noplayerblueprint ship,4300932,5059920,5818908,ship_xen_xl_carrier_01_a_macro,
ship_xen_xl_destroyer_01_a,K,,ship,1,noplayerblueprint ship,2067574,2432440,2797306,ship_xen_xl_destroyer_01_a_macro,
silicon,Silicon,minerals,solid,10,economy minable mineral solid,111,130,150,,
siliconwafers,Silicon Wafers,refined,container,18,container economy,180,299,419,,
smartchips,Smart Chips,shiptech,container,2,container economy,46,57,69,,
sm_gen_lockbox_common_01,Lockbox,,inventory,1,lockbox,1,1,1,sm_gen_lockbox_common_01_macro,
software_dockmk1,Docking Computer Mk1,software,software,1,equipment noblueprint software,5000,7500,10000,software_dummy_macro,
software_dockmk2,Docking Computer Mk2,software,software,1,equipment noblueprint software,24576,32768,40960,software_dummy_macro,
software_economymk1,Economy Analytics Software Mk1,software,software,1,noblueprint,5000,7500,10000,,
software_flightassistmk1,Flight Assist Software Mk1,software,software,1,equipment noblueprint software,6825,9100,11375,software_dummy_macro,
software_hackerspacesuitmk1,Hacking Tool,software,inventory,1,disallowdrop inventory noblueprint nocustomgamestart noplayerblueprint personalupgrade,1,1,1,,
software_oxygenspacesuitmk1,Oxygen Upgrade,software,inventory,1,disallowdrop inventory noblueprint nocustomgamestart noplayerblueprint personalupgrade,1,1,1,,
software_scannerlongrangemk1,Long Range Scanner Software Mk1,software,equipment,1,equipment noblueprint scanner software,29274,32526,35779,scanner_gen_s_longrange_01_mk1_macro,
software_scannerlongrangemk2,Long Range Scanner Software Mk2,software,equipment,1,equipment noblueprint scanner software,58547,65052,71558,scanner_gen_s_longrange_01_mk2_macro,
software_scannerminingmk1,Mining Scanner Software Mk1,software,equipment,1,noblueprint noplayerblueprint scanner,21814,24238,26661,scanner_gen_s_mining_01_mk1_macro,
software_scannerminingmk2,Mining Scanner Software Mk2,software,equipment,1,noblueprint noplayerblueprint scanner,65096,72329,79562,scanner_gen_s_mining_01_mk2_macro,
software_scannerobjectmk1,Basic Scanner,software,equipment,1,equipment noblueprint scanner software,10907,12119,13331,scanner_gen_s_object_01_mk1_macro,
software_scannerobjectmk2,Police Scanner,software,equipment,1,equipment noblueprint scanner software,36733,40815,44896,scanner_gen_s_object_01_mk2_macro,
software_scannerobjectmk3,Spacesuit Scanner,software,inventory,1,disallowdrop equipment inventory noblueprint personalupgrade scanner software,800,1000,1200,scanner_gen_s_object_01_mk3_macro,
software_targetmk1,Targeting Computer Extension Mk1,software,software,1,equipment noblueprint software,6144,8192,10240,software_dummy_macro,
software_targetmk2,Targeting Computer Extension Mk2,software,software,1,noblueprint,5000,7500,10000,,
software_trademk1,Trading Computer Extension Mk1,software,software,1,equipment noblueprint software,8438,11250,14063,software_dummy_macro,
software_trademk2,Trading Computer Extension Mk2,software,software,1,noblueprint,5000,7500,10000,,
software_trademk3,Trading Computer Extension Mk3,software,software,1,noblueprint,5000,7500,10000,,
sojabeans,Soja Beans,agricultural,container,5,container economy,40,67,93,,
sojahusk,Soja Husk,food,container,1,container economy,19,32,45,,
spacefuel,Spacefuel,pharmaceutical,container,2,container economy,60,133,207,,
spaceweed,Spaceweed,pharmaceutical,container,3,container economy,75,166,257,,
spices,Spices,agricultural,container,3,container economy,12,20,28,,
sunriseflowers,Sunrise Flowers,agricultural,container,5,container economy,48,80,112,,
superfluidcoolant,Superfluid Coolant,refined,container,16,container economy,90,150,211,,
swampplant,Swamp Plant,agricultural,container,6,container economy,50,84,117,,
teladianium,Teladianium,refined,container,16,container economy,121,202,283,,
thruster_gen_l_allround_01_mk1,L All-round Thrusters Mk1,thrusters,equipment,1,equipment thruster,253435,281595,309754,thruster_gen_l_allround_01_mk1_macro,
thruster_gen_l_allround_01_mk2,L All-round Thrusters Mk2,thrusters,equipment,1,equipment thruster,1266139,1406821,1547503,thruster_gen_l_allround_01_mk2_macro,
thruster_gen_l_allround_01_mk3,L All-round Thrusters Mk3,thrusters,equipment,1,equipment thruster,6328619,7031799,7734979,thruster_gen_l_allround_01_mk3_macro,
thruster_gen_m_allround_01_mk1,M All-round Thrusters Mk1,thrusters,equipment,1,equipment thruster,11717,13019,14321,thruster_gen_m_allround_01_mk1_macro,
thruster_gen_m_allround_01_mk2,M All-round Thrusters Mk2,thrusters,equipment,1,equipment thruster,58067,64519,70971,thruster_gen_m_allround_01_mk2_macro,
thruster_gen_m_allround_01_mk3,M All-round Thrusters Mk3,thrusters,equipment,1,equipment thruster,289300,321445,353589,thruster_gen_m_allround_01_mk3_macro,
thruster_gen_m_combat_01_mk1,M Combat Thrusters Mk1,thrusters,equipment,1,equipment thruster,14899,16555,18210,thruster_gen_m_combat_01_mk1_macro,
thruster_gen_m_combat_01_mk2,M Combat Thrusters Mk2,thrusters,equipment,1,equipment thruster,73978,82198,90418,thruster_gen_m_combat_01_mk2_macro,
thruster_gen_m_combat_01_mk3,M Combat Thrusters Mk3,thrusters,equipment,1,equipment thruster,368854,409838,450821,thruster_gen_m_combat_01_mk3_macro,
thruster_gen_s_allround_01_mk1,S All-round Thrusters Mk1,thrusters,equipment,1,equipment thruster,5353,5948,6542,thruster_gen_s_allround_01_mk1_macro,
thruster_gen_s_allround_01_mk2,S All-round Thrusters Mk2,thrusters,equipment,1,equipment thruster,39752,44169,48586,thruster_gen_s_allround_01_mk2_macro,
thruster_gen_s_allround_01_mk3,S All-round Thrusters Mk3,thrusters,equipment,1,equipment thruster,157946,175495,193045,thruster_gen_s_allround_01_mk3_macro,
thruster_gen_s_combat_01_mk1,S Combat Thrusters Mk1,thrusters,equipment,1,equipment thruster,6241,6934,7628,thruster_gen_s_combat_01_mk1_macro,
thruster_gen_s_combat_01_mk2,S Combat Thrusters Mk2,thrusters,equipment,1,equipment thruster,83968,93298,102628,thruster_gen_s_combat_01_mk2_macro,
thruster_gen_s_combat_01_mk3,S Combat Thrusters Mk3,thrusters,equipment,1,equipment thruster,199757,221952,244147,thruster_gen_s_combat_01_mk3_macro,
thruster_gen_xl_allround_01_mk1,XL All-round Thrusters Mk1,thrusters,equipment,1,equipment thruster,538346,598162,657978,thruster_gen_xl_allround_01_mk1_macro,
thruster_gen_xl_allround_01_mk2,XL All-round Thrusters Mk2,thrusters,equipment,1,equipment thruster,2690693,2989659,3288625,thruster_gen_xl_allround_01_mk2_macro,
thruster_gen_xl_allround_01_mk3,XL All-round Thrusters Mk3,thrusters,equipment,1,equipment thruster,13451392,14945991,16440590,thruster_gen_xl_allround_01_mk3_macro,
turretcomponents,Turret Components,shiptech,container,20,container economy stationbuilding,164,273,383,,
turret_arg_l_beam_01_mk1,ARG L Beam Turret Mk1,turrets,equipment,1,equipment turret,58262,64735,71209,turret_arg_l_beam_01_mk1_macro,
turret_arg_l_dumbfire_01_mk1,ARG L Dumbfire Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,44955,49950,54945,turret_arg_l_dumbfire_01_mk1_macro,
turret_arg_l_guided_01_mk1,ARG L Tracking Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,62937,69930,76923,turret_arg_l_guided_01_mk1_macro,
turret_arg_l_laser_01_mk1,ARG L Pulse Turret Mk1,turrets,equipment,1,equipment turret,43277,48085,52894,turret_arg_l_laser_01_mk1_macro,
turret_arg_l_mining_01_mk1,ARG L Mining Turret Mk1,turrets,equipment,1,equipment turret,14985,16650,18315,turret_arg_l_mining_01_mk1_macro,
turret_arg_l_plasma_01_mk1,ARG L Plasma Turret Mk1,turrets,equipment,1,equipment turret,103217,114685,126154,turret_arg_l_plasma_01_mk1_macro,
turret_arg_m_beam_01_mk1,ARG M Beam Turret Mk1,turrets,equipment,1,equipment turret,29131,32368,35604,turret_arg_m_beam_01_mk1_macro,
turret_arg_m_beam_02_mk1,ARG M Beam Turret Mk1,turrets,equipment,1,equipment turret,29131,32368,35604,turret_arg_m_beam_02_mk1_macro,
turret_arg_m_dumbfire_01_mk1,ARG M Dumbfire Turret Mk1,turrets,equipment,1,missilelauncher noplayerblueprint turret,22478,24975,27473,turret_arg_m_dumbfire_01_mk1_macro,
turret_arg_m_dumbfire_02_mk1,ARG M Dumbfire Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,22478,24975,27473,turret_arg_m_dumbfire_02_mk1_macro,
turret_arg_m_flak_01_mk1,ARG M Flak Turret Mk1,turrets,equipment,1,equipment turret,59101,65668,72234,turret_arg_m_flak_01_mk1_macro,
turret_arg_m_flak_02_mk1,ARG M Flak Turret Mk1,turrets,equipment,1,equipment turret,59101,65668,72234,turret_arg_m_flak_02_mk1_macro,
turret_arg_m_gatling_01_mk1,ARG M Bolt Turret Mk1,turrets,equipment,1,equipment turret,36623,40693,44762,turret_arg_m_gatling_01_mk1_macro,
turret_arg_m_gatling_02_mk1,ARG M Bolt Turret Mk1,turrets,equipment,1,equipment turret,36623,40693,44762,turret_arg_m_gatling_02_mk1_macro,
turret_arg_m_guided_01_mk1,ARG M Tracking Turret Mk1,turrets,equipment,1,missilelauncher noplayerblueprint turret,31469,34965,38462,turret_arg_m_guided_01_mk1_macro,
turret_arg_m_guided_02_mk1,ARG M Tracking Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,31469,34965,38462,turret_arg_m_guided_02_mk1_macro,
turret_arg_m_laser_01_mk1,ARG M Pulse Turret Mk1,turrets,equipment,1,equipment turret,21638,24043,26447,turret_arg_m_laser_01_mk1_macro,
turret_arg_m_laser_02_mk1,ARG M Pulse Turret Mk1,turrets,equipment,1,equipment turret,21638,24043,26447,turret_arg_m_laser_02_mk1_macro,
turret_arg_m_mining_01_mk1,ARG M Mining Turret Mk1,turrets,equipment,1,equipment turret,7493,8325,9158,turret_arg_m_mining_01_mk1_macro,
turret_arg_m_mining_02_mk1,ARG M Mining Turret Mk1,turrets,equipment,1,equipment turret,7493,8325,9158,turret_arg_m_mining_02_mk1_macro,
turret_arg_m_plasma_01_mk1,ARG M Plasma Turret Mk1,turrets,equipment,1,equipment turret,58442,64935,71429,turret_arg_m_plasma_01_mk1_macro,
turret_arg_m_plasma_02_mk1,ARG M Plasma Turret Mk1,turrets,equipment,1,equipment turret,58442,64935,71429,turret_arg_m_plasma_02_mk1_macro,
turret_arg_m_shotgun_01_mk1,ARG M Shard Turret Mk1,turrets,equipment,1,equipment turret,44116,49018,53919,turret_arg_m_shotgun_01_mk1_macro,
turret_arg_m_shotgun_02_mk1,ARG M Shard Turret Mk1,turrets,equipment,1,equipment turret,44116,49018,53919,turret_arg_m_shotgun_02_mk1_macro,
turret_gen_m_scrapbeam_01_mk1,Scrap Tractor,turrets,equipment,1,equipment turret,14146,15718,17289,turret_gen_m_scrapbeam_01_mk1_macro,
turret_kha_l_beam_01_mk1,KHA L Kyon Turret Mk1,turrets,equipment,1,equipment noblueprint noplayerblueprint turret,0,0,0,turret_kha_l_beam_01_mk1_macro,
turret_kha_m_beam_01_mk1,KHA M Kyon Turret Mk1,turrets,equipment,1,equipment noblueprint noplayerblueprint turret,0,0,0,turret_kha_m_beam_01_mk1_macro,
turret_par_l_beam_01_mk1,PAR L Mass Driver Turret Mk1,turrets,equipment,1,equipment turret,148172,164635,181099,turret_par_l_beam_01_mk1_macro,
turret_par_l_dumbfire_01_mk1,PAR L Dumbfire Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,44955,49950,54945,turret_par_l_dumbfire_01_mk1_macro,
turret_par_l_guided_01_mk1,PAR L Tracking Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,62937,69930,76923,turret_par_l_guided_01_mk1_macro,
turret_par_l_laser_01_mk1,PAR L Pulse Turret Mk1,turrets,equipment,1,equipment turret,43277,48085,52894,turret_par_l_laser_01_mk1_macro,
turret_par_l_mining_01_mk1,PAR L Mining Turret Mk1,turrets,equipment,1,equipment turret,14985,16650,18315,turret_par_l_mining_01_mk1_macro,
turret_par_l_plasma_01_mk1,PAR L Plasma Turret Mk1,turrets,equipment,1,equipment turret,103217,114685,126154,turret_par_l_plasma_01_mk1_macro,
turret_par_m_beam_01_mk1,PAR M Mass Driver Turret Mk1,turrets,equipment,1,equipment turret,74086,82318,90549,turret_par_m_beam_01_mk1_macro,
turret_par_m_beam_02_mk1,PAR M Mass Driver Turret Mk1,turrets,equipment,1,equipment turret,74086,82318,90549,turret_par_m_beam_02_mk1_macro,
turret_par_m_dumbfire_01_mk1,PAR M Dumbfire Turret Mk1,turrets,equipment,1,missilelauncher noplayerblueprint turret,22478,24975,27473,turret_par_m_dumbfire_01_mk1_macro,
turret_par_m_dumbfire_02_mk1,PAR M Dumbfire Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,22478,24975,27473,turret_par_m_dumbfire_02_mk1_macro,
turret_par_m_gatling_01_mk1,PAR M Bolt Turret Mk1,turrets,equipment,1,equipment turret,36623,40693,44762,turret_par_m_gatling_01_mk1_macro,
turret_par_m_gatling_02_mk1,PAR M Bolt Turret Mk1,turrets,equipment,1,equipment turret,36623,40693,44762,turret_par_m_gatling_02_mk1_macro,
turret_par_m_guided_01_mk1,PAR M Tracking Turret Mk1,turrets,equipment,1,missilelauncher noplayerblueprint turret,31469,34965,38462,turret_par_m_guided_01_mk1_macro,
turret_par_m_guided_02_mk1,PAR M Tracking Turret Mk1,turrets,equipment,1,equipment missilelauncher turret,31469,34965,38462,turret_par_m_guided_02_mk1_macro,
turret_par_m_laser_01_mk1,PAR M Pulse Turret Mk1,turrets,equipment,1,equipment turret,14146,15718,17289,turret_par_m_laser_01_mk1_macro,
turret_par_m_laser_02_mk1,PAR M Pulse Turret Mk1,turrets,equipment,1,equipment turret,14146,15718,17289,turret_par_m_laser_02_mk1_macro,
turret_par_m_mining_01_mk1,PAR M Mining Turret Mk1,turrets,equipment,1,equipment turret,7493,8325,9158,turret_par_m_mining_01_mk1_macro,
turret_par_m_mining_02_mk1,PAR M Mining Turret Mk1,turrets,equipment,1,equipment turret,7493,8325,9158,turret_par_m_mining_02_mk1_macro,
turret_par_m_plasma_01_mk1,PAR M Plasma Turret Mk1,turrets,equipment,1,equipment turret,51608,57343,63077,turret_par_m_plasma_01_mk1_macro,
turret_par_m_plasma_02_mk1,PAR M Plasma Turret Mk1,turrets,equipment,1,equipment turret,51608,57343,63077,turret_par_m_plasma_02_mk1_macro,
