ware,method,time,amount,input_ware,input_amount,work_effect
turret_gen_m_shieldpierce_01_mk1,default,10,1,turretcomponents,73,
weapon_gen_m_disabler_01_mk1,default,20,1,advancedelectronics,94,
weapon_gen_m_disabler_01_mk1,default,20,1,energycells,854,
weapon_gen_m_disabler_01_mk1,default,20,1,weaponcomponents,95,
weapon_gen_m_shieldpierce_01_mk1,default,20,1,advancedelectronics,69,
weapon_gen_m_shieldpierce_01_mk1,default,20,1,energycells,633,
weapon_gen_m_shieldpierce_01_mk1,default,20,1,turretcomponents,71,
engine_gen_m_yacht_01_mk1,closedloop,20,1,claytronics,34,
engine_gen_m_yacht_01_mk1,closedloop,20,1,energycells,460,
engine_gen_m_yacht_01_mk1,closedloop,20,1,hullparts,197,
engine_gen_m_yacht_01_mk1,default,20,1,antimatterconverters,200,
engine_gen_m_yacht_01_mk1,default,20,1,energycells,100,
engine_gen_m_yacht_01_mk1,default,20,1,engineparts,250,
engine_pir_xl_battleship_01_allround_01_mk1,default,140,1,antimatterconverters,11,
engine_pir_xl_battleship_01_allround_01_mk1,default,140,1,energycells,45,
engine_pir_xl_battleship_01_allround_01_mk1,default,140,1,engineparts,93,
inv_securityapparatus,default,10,1,inv_agidevice_01,1,
inv_securityapparatus,default,10,1,inv_interfaceunit,1,
inv_securityapparatus,default,10,1,inv_securityapparatus_chip,1,
module_conn_lndm_piratestation_01_core_01,default,211,1,claytronics,77,
module_conn_lndm_piratestation_01_core_01,default,211,1,energycells,70,
module_conn_lndm_piratestation_01_core_01,default,211,1,hullparts,316,
module_conn_lndm_piratestation_01_exit_01,default,211,1,claytronics,77,
module_conn_lndm_piratestation_01_exit_01,default,211,1,energycells,70,
module_conn_lndm_piratestation_01_exit_01,default,211,1,hullparts,316,
module_def_lndm_piratestation_02_ring_01,default,2309,1,claytronics,841,
module_def_lndm_piratestation_02_ring_01,default,2309,1,energycells,765,
module_def_lndm_piratestation_02_ring_01,default,2309,1,hullparts,3457,
module_gen_welfare_casino_01,default,1155,1,claytronics,594,
module_gen_welfare_casino_01,default,1155,1,energycells,541,
module_gen_welfare_casino_01,default,1155,1,hullparts,2445,
module_hab_lndm_piratestation_01_port_01,default,1633,1,claytronics,594,
module_hab_lndm_piratestation_01_port_01,default,1633,1,energycells,541,
module_hab_lndm_piratestation_01_port_01,default,1633,1,hullparts,2445,
module_hab_lndm_piratestation_02_port_01,default,1633,1,claytronics,594,
module_hab_lndm_piratestation_02_port_01,default,1633,1,energycells,541,
module_hab_lndm_piratestation_02_port_01,default,1633,1,hullparts,2445,
module_hab_lndm_piratestation_02_ring_02,default,1633,1,claytronics,594,
module_hab_lndm_piratestation_02_ring_02,default,1633,1,energycells,541,
module_hab_lndm_piratestation_02_ring_02,default,1633,1,hullparts,2445,
module_pir_hab_l_01,default,1155,1,claytronics,420,
module_pir_hab_l_01,default,1155,1,energycells,383,
module_pir_hab_l_01,default,1155,1,hullparts,1729,
module_pir_hab_m_01,default,816,1,claytronics,297,
module_pir_hab_m_01,default,816,1,energycells,271,
module_pir_hab_m_01,default,816,1,hullparts,1222,
module_pir_hab_s_01,default,566,1,claytronics,206,
module_pir_hab_s_01,default,566,1,energycells,188,
module_pir_hab_s_01,default,566,1,hullparts,847,
module_pir_stor_condensate_l_01,default,1033,1,claytronics,291,
module_pir_stor_condensate_l_01,default,1033,1,energycells,265,
module_pir_stor_condensate_l_01,default,1033,1,hullparts,1198,
module_pir_stor_condensate_s_01,default,327,1,claytronics,92,
module_pir_stor_condensate_s_01,default,327,1,energycells,84,
module_pir_stor_condensate_s_01,default,327,1,hullparts,379,
module_stor_lndm_piratestation_01_ring_01,default,1033,1,claytronics,291,
module_stor_lndm_piratestation_01_ring_01,default,1033,1,energycells,265,
module_stor_lndm_piratestation_01_ring_01,default,1033,1,hullparts,1198,
module_stor_lndm_piratestation_02_storage_01,default,1033,1,claytronics,291,
module_stor_lndm_piratestation_02_storage_01,default,1033,1,energycells,265,
module_stor_lndm_piratestation_02_storage_01,default,1033,1,hullparts,1198,
module_stor_lndm_piratestation_02_storage_02,default,1033,1,claytronics,291,
module_stor_lndm_piratestation_02_storage_02,default,1033,1,energycells,265,
module_stor_lndm_piratestation_02_storage_02,default,1033,1,hullparts,1198,
shield_gen_m_yacht_01_mk1,closedloop,10,1,claytronics,4,
shield_gen_m_yacht_01_mk1,closedloop,10,1,energycells,55,
shield_gen_m_yacht_01_mk1,closedloop,10,1,hullparts,22,
shield_gen_m_yacht_01_mk1,default,10,1,energycells,93,
shield_gen_m_yacht_01_mk1,default,10,1,fieldcoils,19,
shield_gen_m_yacht_01_mk1,default,10,1,shieldcomponents,23,
shield_pir_xl_battleship_01_standard_01_mk1,default,20,1,energycells,150,
shield_pir_xl_battleship_01_standard_01_mk1,default,20,1,fieldcoils,31,
shield_pir_xl_battleship_01_standard_01_mk1,default,20,1,shieldcomponents,37,
ship_gen_m_yacht_01_a,default,300,1,energycells,1000,
ship_gen_m_yacht_01_a,default,300,1,hullparts,2000,
ship_pir_l_miner_solid_01_a,default,86,1,energycells,354,
ship_pir_l_miner_solid_01_a,default,86,1,hullparts,1470,
ship_pir_l_scavenger_01_a,default,258.75,1,energycells,1056,
ship_pir_l_scavenger_01_a,default,258.75,1,hullparts,7301,
ship_pir_l_scavenger_01_a_storyhighcapacity,default,258.75,1,energycells,1056,
ship_pir_l_scavenger_01_a_storyhighcapacity,default,258.75,1,hullparts,7301,
ship_pir_l_scrapper_01,default,239.2,1,energycells,1094,
ship_pir_l_scrapper_01,default,239.2,1,hullparts,4539,
ship_pir_s_fighter_01_a,default,10.35,1,energycells,141,
ship_pir_s_fighter_01_a,default,10.35,1,hullparts,40,
ship_pir_s_fighter_02_a,default,11.5,1,energycells,47,
ship_pir_s_fighter_02_a,default,11.5,1,hullparts,164,
ship_pir_s_heavyfighter_01_a,default,18.4,1,energycells,74,
ship_pir_s_heavyfighter_01_a,default,18.4,1,hullparts,257,
ship_pir_s_trans_condensate_01_a,default,14.95,1,energycells,59,
ship_pir_s_trans_condensate_01_a,default,14.95,1,hullparts,204,
ship_pir_s_trans_container_01_a,default,13.8,1,energycells,55,
ship_pir_s_trans_container_01_a,default,13.8,1,hullparts,191,
ship_pir_xl_battleship_01_a,default,542,1,energycells,2996,
ship_pir_xl_battleship_01_a,default,542,1,hullparts,16569,
ship_pir_xl_builder_01,default,479.55,1,energycells,1957,
ship_pir_xl_builder_01,default,479.55,1,hullparts,10827,
turret_gen_m_yacht_01_mk1,closedloop,20,1,claytronics,3,
turret_gen_m_yacht_01_mk1,closedloop,20,1,energycells,34,
turret_gen_m_yacht_01_mk1,closedloop,20,1,hullparts,17,
turret_gen_m_yacht_01_mk1,default,20,1,advancedelectronics,5,
turret_gen_m_yacht_01_mk1,default,20,1,energycells,66,
turret_gen_m_yacht_01_mk1,default,20,1,turretcomponents,15,
turret_pir_l_battleship_01_laser_01_mk1,default,10,1,advancedelectronics,18,
turret_pir_l_battleship_01_laser_01_mk1,default,10,1,energycells,236,
turret_pir_l_battleship_01_laser_01_mk1,default,10,1,turretcomponents,55,
turret_pir_m_battleship_01_gatling_02_mk1,default,10,1,advancedelectronics,9,
turret_pir_m_battleship_01_gatling_02_mk1,default,10,1,energycells,118,
turret_pir_m_battleship_01_gatling_02_mk1,default,10,1,turretcomponents,27,
weapon_gen_m_yacht_01_mk1,closedloop,10,1,claytronics,5,
weapon_gen_m_yacht_01_mk1,closedloop,10,1,energycells,68,
weapon_gen_m_yacht_01_mk1,closedloop,10,1,hullparts,29,
weapon_gen_m_yacht_01_mk1,default,10,1,advancedelectronics,12,
weapon_gen_m_yacht_01_mk1,default,10,1,energycells,110,
weapon_gen_m_yacht_01_mk1,default,10,1,weaponcomponents,12,
weapon_pir_xl_battleship_01_mk1,default,10,1,advancedelectronics,264,
weapon_pir_xl_battleship_01_mk1,default,10,1,energycells,2394,
weapon_pir_xl_battleship_01_mk1,default,10,1,weaponcomponents,268,
cheltmeat,default,450,209,energycells,50,0.6
cheltmeat,default,450,209,water,120,0.6
engine_spl_l_allround_01_mk1,default,20,1,antimatterconverters,129,
engine_spl_l_allround_01_mk1,default,20,1,energycells,37,
engine_spl_l_allround_01_mk1,default,20,1,engineparts,101,
engine_spl_l_travel_01_mk1,default,20,1,antimatterconverters,111,
engine_spl_l_travel_01_mk1,default,20,1,energycells,94,
engine_spl_l_travel_01_mk1,default,20,1,engineparts,143,
engine_spl_m_allround_01_mk1,default,15,1,energycells,25,
engine_spl_m_allround_01_mk1,default,15,1,engineparts,10,
engine_spl_m_allround_01_mk2,default,15,1,antimatterconverters,7,
engine_spl_m_allround_01_mk2,default,15,1,energycells,58,
engine_spl_m_allround_01_mk2,default,15,1,engineparts,41,
engine_spl_m_allround_01_mk3,default,15,1,antimatterconverters,73,
engine_spl_m_allround_01_mk3,default,15,1,energycells,84,
engine_spl_m_allround_01_mk3,default,15,1,engineparts,141,
engine_spl_m_combat_01_mk1,default,15,1,energycells,36,
engine_spl_m_combat_01_mk1,default,15,1,engineparts,11,
engine_spl_m_combat_01_mk2,default,15,1,antimatterconverters,13,
engine_spl_m_combat_01_mk2,default,15,1,energycells,48,
engine_spl_m_combat_01_mk2,default,15,1,engineparts,42,
engine_spl_m_combat_01_mk3,default,15,1,antimatterconverters,87,
engine_spl_m_combat_01_mk3,default,15,1,energycells,126,
engine_spl_m_combat_01_mk3,default,15,1,engineparts,169,
engine_spl_m_combat_01_mk4,default,15,1,antimatterconverters,335,
engine_spl_m_combat_01_mk4,default,15,1,energycells,636,
engine_spl_m_combat_01_mk4,default,15,1,engineparts,1039,
engine_spl_m_travel_01_mk1,default,15,1,energycells,36,
engine_spl_m_travel_01_mk1,default,15,1,engineparts,10,
engine_spl_m_travel_01_mk2,default,15,1,antimatterconverters,13,
engine_spl_m_travel_01_mk2,default,15,1,energycells,49,
engine_spl_m_travel_01_mk2,default,15,1,engineparts,37,
engine_spl_m_travel_01_mk3,default,15,1,antimatterconverters,52,
engine_spl_m_travel_01_mk3,default,15,1,energycells,73,
engine_spl_m_travel_01_mk3,default,15,1,engineparts,227,
engine_spl_s_allround_01_mk1,default,10,1,energycells,22,
engine_spl_s_allround_01_mk1,default,10,1,engineparts,3,
engine_spl_s_allround_01_mk2,default,10,1,antimatterconverters,3,
engine_spl_s_allround_01_mk2,default,10,1,energycells,51,
engine_spl_s_allround_01_mk2,default,10,1,engineparts,17,
engine_spl_s_allround_01_mk3,default,10,1,antimatterconverters,23,
engine_spl_s_allround_01_mk3,default,10,1,energycells,98,
engine_spl_s_allround_01_mk3,default,10,1,engineparts,73,
engine_spl_s_combat_01_mk1,default,10,1,energycells,22,
engine_spl_s_combat_01_mk1,default,10,1,engineparts,5,
engine_spl_s_combat_01_mk2,default,10,1,antimatterconverters,5,
engine_spl_s_combat_01_mk2,default,10,1,energycells,50,
engine_spl_s_combat_01_mk2,default,10,1,engineparts,27,
engine_spl_s_combat_01_mk3,default,10,1,antimatterconverters,37,
engine_spl_s_combat_01_mk3,default,10,1,energycells,72,
engine_spl_s_combat_01_mk3,default,10,1,engineparts,107,
engine_spl_s_combat_01_mk4,default,10,1,antimatterconverters,95,
engine_spl_s_combat_01_mk4,default,10,1,energycells,361,
engine_spl_s_combat_01_mk4,default,10,1,engineparts,710,
engine_spl_s_travel_01_mk1,default,10,1,energycells,22,
engine_spl_s_travel_01_mk1,default,10,1,engineparts,4,
engine_spl_s_travel_01_mk2,default,10,1,antimatterconverters,4,
engine_spl_s_travel_01_mk2,default,10,1,energycells,51,
engine_spl_s_travel_01_mk2,default,10,1,engineparts,23,
engine_spl_s_travel_01_mk3,default,10,1,antimatterconverters,23,
engine_spl_s_travel_01_mk3,default,10,1,energycells,77,
engine_spl_s_travel_01_mk3,default,10,1,engineparts,119,
engine_spl_xl_allround_01_mk1,default,30,1,antimatterconverters,92,
engine_spl_xl_allround_01_mk1,default,30,1,energycells,78,
engine_spl_xl_allround_01_mk1,default,30,1,engineparts,283,
engine_spl_xl_travel_01_mk1,default,30,1,antimatterconverters,79,
engine_spl_xl_travel_01_mk1,default,30,1,energycells,120,
engine_spl_xl_travel_01_mk1,default,30,1,engineparts,321,
missile_disruptor_light_mk1,default,10,1,energycells,15,
missile_disruptor_light_mk1,default,10,1,missilecomponents,3,
missile_disruptor_light_mk1,default,10,1,smartchips,2,
missile_gen_s_disruptor_01_mk1,default,3,1,energycells,13,
missile_gen_s_disruptor_01_mk1,default,3,1,missilecomponents,4,
missile_gen_s_disruptor_01_mk1,default,3,1,smartchips,2,
missile_gen_s_interceptor_01_mk1,default,3,1,energycells,27,
missile_gen_s_interceptor_01_mk1,default,3,1,missilecomponents,8,
missile_gen_s_interceptor_01_mk1,default,3,1,smartchips,4,
missile_interceptor_light_mk1,default,10,1,energycells,12,
missile_interceptor_light_mk1,default,10,1,missilecomponents,11,
missile_interceptor_light_mk1,default,10,1,smartchips,1,
missile_scatter_heavy_mk1,default,10,1,energycells,5,
missile_scatter_heavy_mk1,default,10,1,missilecomponents,24,
missile_starburst_heavy_mk1,default,10,1,energycells,17,
missile_starburst_heavy_mk1,default,10,1,missilecomponents,9,
missile_starburst_heavy_mk1,default,10,1,smartchips,2,
module_spl_conn_base_01,default,59,1,claytronics,14,
module_spl_conn_base_01,default,59,1,energycells,27,
module_spl_conn_base_01,default,59,1,hullparts,50,
module_spl_conn_base_02,default,53,1,claytronics,17,
module_spl_conn_base_02,default,53,1,energycells,34,
module_spl_conn_base_02,default,53,1,hullparts,62,
module_spl_conn_base_03,default,72,1,claytronics,18,
module_spl_conn_base_03,default,72,1,energycells,37,
module_spl_conn_base_03,default,72,1,hullparts,68,
module_spl_conn_cross_01,default,47,1,claytronics,12,
module_spl_conn_cross_01,default,47,1,energycells,24,
module_spl_conn_cross_01,default,47,1,hullparts,44,
module_spl_conn_vertical_01,default,38,1,claytronics,10,
module_spl_conn_vertical_01,default,38,1,energycells,20,
module_spl_conn_vertical_01,default,38,1,hullparts,36,
module_spl_conn_vertical_02,default,52,1,claytronics,13,
module_spl_conn_vertical_02,default,52,1,energycells,26,
module_spl_conn_vertical_02,default,52,1,hullparts,48,
module_spl_def_claim_01,default,541,1,claytronics,138,
module_spl_def_claim_01,default,541,1,energycells,276,
module_spl_def_claim_01,default,541,1,hullparts,505,
module_spl_def_disc_01,default,410,1,claytronics,105,
module_spl_def_disc_01,default,410,1,energycells,210,
module_spl_def_disc_01,default,410,1,hullparts,384,
module_spl_def_tube_01,default,410,1,claytronics,105,
module_spl_def_tube_01,default,410,1,energycells,210,
module_spl_def_tube_01,default,410,1,hullparts,384,
module_spl_hab_l_01,default,750,1,claytronics,191,
module_spl_hab_l_01,default,750,1,energycells,383,
module_spl_hab_l_01,default,750,1,hullparts,700,
module_spl_hab_m_01,default,530,1,claytronics,135,
module_spl_hab_m_01,default,530,1,energycells,271,
module_spl_hab_m_01,default,530,1,hullparts,495,
module_spl_hab_s_01,default,367,1,claytronics,94,
module_spl_hab_s_01,default,367,1,energycells,188,
module_spl_hab_s_01,default,367,1,hullparts,343,
module_spl_pier_l_01,default,750,1,claytronics,542,
module_spl_pier_l_01,default,750,1,energycells,1083,
module_spl_pier_l_01,default,750,1,hullparts,1980,
module_spl_pier_l_02,default,433,1,claytronics,313,
module_spl_pier_l_02,default,433,1,energycells,625,
module_spl_pier_l_02,default,433,1,hullparts,1143,
module_spl_pier_l_03,default,866,1,claytronics,625,
module_spl_pier_l_03,default,866,1,energycells,1250,
module_spl_pier_l_03,default,866,1,hullparts,2287,
module_spl_prod_cheltmeat_01,default,503,1,claytronics,282,
module_spl_prod_cheltmeat_01,default,503,1,energycells,256,
module_spl_prod_cheltmeat_01,default,503,1,hullparts,1158,
module_spl_prod_medicalsupplies_01,default,739,1,claytronics,248,
module_spl_prod_medicalsupplies_01,default,739,1,energycells,451,
module_spl_prod_medicalsupplies_01,default,739,1,hullparts,910,
module_spl_prod_scruffinfruits_01,default,598,1,claytronics,335,
module_spl_prod_scruffinfruits_01,default,598,1,energycells,305,
module_spl_prod_scruffinfruits_01,default,598,1,hullparts,1377,
module_spl_stor_container_l_01,default,683,1,claytronics,135,
module_spl_stor_container_l_01,default,683,1,energycells,270,
module_spl_stor_container_l_01,default,683,1,hullparts,494,
module_spl_stor_container_m_01,default,455,1,claytronics,90,
module_spl_stor_container_m_01,default,455,1,energycells,180,
module_spl_stor_container_m_01,default,455,1,hullparts,329,
module_spl_stor_container_s_01,default,307,1,claytronics,61,
module_spl_stor_container_s_01,default,307,1,energycells,121,
module_spl_stor_container_s_01,default,307,1,hullparts,222,
module_spl_stor_liquid_l_01,default,683,1,claytronics,135,
module_spl_stor_liquid_l_01,default,683,1,energycells,270,
module_spl_stor_liquid_l_01,default,683,1,hullparts,494,
module_spl_stor_liquid_m_01,default,455,1,claytronics,90,
module_spl_stor_liquid_m_01,default,455,1,energycells,180,
module_spl_stor_liquid_m_01,default,455,1,hullparts,329,
module_spl_stor_liquid_s_01,default,307,1,claytronics,61,
module_spl_stor_liquid_s_01,default,307,1,energycells,121,
module_spl_stor_liquid_s_01,default,307,1,hullparts,222,
module_spl_stor_solid_l_01,default,683,1,claytronics,135,
module_spl_stor_solid_l_01,default,683,1,energycells,270,
module_spl_stor_solid_l_01,default,683,1,hullparts,494,
module_spl_stor_solid_m_01,default,455,1,claytronics,90,
module_spl_stor_solid_m_01,default,455,1,energycells,180,
module_spl_stor_solid_m_01,default,455,1,hullparts,329,
module_spl_stor_solid_s_01,default,307,1,claytronics,61,
module_spl_stor_solid_s_01,default,307,1,energycells,121,
module_spl_stor_solid_s_01,default,307,1,hullparts,222,
scruffinfruits,default,300,255,energycells,30,0.53
scruffinfruits,default,300,255,water,80,0.53
shield_spl_l_standard_01_mk1,default,20,1,energycells,57,
shield_spl_l_standard_01_mk1,default,20,1,fieldcoils,14,
shield_spl_l_standard_01_mk1,default,20,1,shieldcomponents,12,
shield_spl_l_standard_01_mk2,default,20,1,energycells,353,
shield_spl_l_standard_01_mk2,default,20,1,fieldcoils,89,
shield_spl_l_standard_01_mk2,default,20,1,shieldcomponents,75,
shield_spl_m_standard_01_mk1,default,10,1,energycells,21,
shield_spl_m_standard_01_mk1,default,10,1,fieldcoils,5,
shield_spl_m_standard_01_mk1,default,10,1,shieldcomponents,4,
shield_spl_m_standard_01_mk2,default,10,1,energycells,123,
shield_spl_m_standard_01_mk2,default,10,1,fieldcoils,31,
shield_spl_m_standard_01_mk2,default,10,1,shieldcomponents,26,
shield_spl_m_standard_02_mk1,default,10,1,energycells,21,
shield_spl_m_standard_02_mk1,default,10,1,fieldcoils,5,
shield_spl_m_standard_02_mk1,default,10,1,shieldcomponents,4,
shield_spl_m_standard_02_mk2,default,10,1,energycells,123,
shield_spl_m_standard_02_mk2,default,10,1,fieldcoils,31,
shield_spl_m_standard_02_mk2,default,10,1,shieldcomponents,26,
shield_spl_s_standard_01_mk1,default,10,1,energycells,8,
shield_spl_s_standard_01_mk1,default,10,1,shieldcomponents,1,
shield_spl_s_standard_01_mk2,default,10,1,energycells,17,
shield_spl_s_standard_01_mk2,default,10,1,fieldcoils,4,
shield_spl_s_standard_01_mk2,default,10,1,shieldcomponents,3,
shield_spl_s_standard_01_mk3,default,10,1,energycells,107,
shield_spl_s_standard_01_mk3,default,10,1,fieldcoils,27,
shield_spl_s_standard_01_mk3,default,10,1,shieldcomponents,2,
shield_spl_xl_standard_01_mk1,default,10,1,energycells,298,
shield_spl_xl_standard_01_mk1,default,10,1,fieldcoils,75,
shield_spl_xl_standard_01_mk1,default,10,1,shieldcomponents,63,
ship_spl_l_destroyer_01_a,default,309,1,energycells,11945,
ship_spl_l_destroyer_01_a,default,309,1,hullparts,17375,
ship_spl_l_miner_liquid_01_a,default,66,1,energycells,365,
ship_spl_l_miner_liquid_01_a,default,66,1,hullparts,1513,
ship_spl_l_miner_solid_01_a,default,66,1,energycells,365,
ship_spl_l_miner_solid_01_a,default,66,1,hullparts,1513,
ship_spl_l_trans_container_01_a,default,120,1,energycells,666,
ship_spl_l_trans_container_01_a,default,120,1,hullparts,2761,
ship_spl_m_corvette_01_a,default,26,1,energycells,142,
ship_spl_m_corvette_01_a,default,26,1,hullparts,1179,
ship_spl_m_corvette_01_b,default,15,1,energycells,84,
ship_spl_m_corvette_01_b,default,15,1,hullparts,701,
ship_spl_m_frigate_01_a,default,45,1,energycells,248,
ship_spl_m_frigate_01_a,default,45,1,hullparts,2060,
ship_spl_m_miner_liquid_01_a,default,13,1,energycells,72,
ship_spl_m_miner_liquid_01_a,default,13,1,hullparts,198,
ship_spl_m_miner_solid_01_a,default,14,1,energycells,80,
ship_spl_m_miner_solid_01_a,default,14,1,hullparts,220,
ship_spl_m_trans_container_01_a,default,23,1,energycells,126,
ship_spl_m_trans_container_01_a,default,23,1,hullparts,348,
ship_spl_s_fighter_01_a,default,10,1,energycells,53,
ship_spl_s_fighter_01_a,default,10,1,hullparts,182,
ship_spl_s_fighter_02_a,default,13,1,energycells,69,
ship_spl_s_fighter_02_a,default,13,1,hullparts,239,
ship_spl_s_fighter_02_b,default,6,1,energycells,34,
ship_spl_s_fighter_02_b,default,6,1,hullparts,116,
ship_spl_s_heavyfighter_01_a,default,17,1,energycells,273,
ship_spl_s_heavyfighter_01_a,default,17,1,hullparts,398,
ship_spl_s_heavyfighter_02_a,default,13,1,energycells,275,
ship_spl_s_heavyfighter_02_a,default,13,1,hullparts,400,
ship_spl_s_miner_solid_01_a,default,6,1,energycells,35,
ship_spl_s_miner_solid_01_a,default,6,1,hullparts,120,
ship_spl_s_scout_01_a,default,7,1,energycells,40,
ship_spl_s_scout_01_a,default,7,1,hullparts,137,
ship_spl_s_trans_container_01_a,default,12,1,energycells,67,
ship_spl_s_trans_container_01_a,default,12,1,hullparts,232,
ship_spl_xl_builder_01_a,default,500,1,energycells,2864,
ship_spl_xl_builder_01_a,default,500,1,hullparts,11286,
ship_spl_xl_carrier_01_a,default,1007,1,energycells,5565,
ship_spl_xl_carrier_01_a,default,1007,1,hullparts,30775,
ship_spl_xl_resupplier_01_a,default,532,1,energycells,2941,
ship_spl_xl_resupplier_01_a,default,532,1,hullparts,16264,
ship_spl_xs_police_01_a,default,60,1,dronecomponents,1,
ship_spl_xs_police_01_a,default,60,1,energycells,50,
ship_spl_xs_police_01_a,default,60,1,smartchips,10,
turret_spl_l_beam_01_mk1,default,10,1,advancedelectronics,25,
turret_spl_l_beam_01_mk1,default,10,1,energycells,320,
turret_spl_l_beam_01_mk1,default,10,1,turretcomponents,75,
turret_spl_l_dumbfire_01_mk1,default,10,1,advancedelectronics,8,
turret_spl_l_dumbfire_01_mk1,default,10,1,energycells,108,
turret_spl_l_dumbfire_01_mk1,default,10,1,turretcomponents,25,
turret_spl_l_guided_01_mk1,default,10,1,advancedelectronics,11,
turret_spl_l_guided_01_mk1,default,10,1,energycells,151,
turret_spl_l_guided_01_mk1,default,10,1,turretcomponents,35,
turret_spl_l_laser_01_mk1,default,10,1,advancedelectronics,5,
turret_spl_l_laser_01_mk1,default,10,1,energycells,68,
turret_spl_l_laser_01_mk1,default,10,1,turretcomponents,15,
turret_spl_l_mining_01_mk1,default,10,1,advancedelectronics,2,
turret_spl_l_mining_01_mk1,default,10,1,energycells,36,
turret_spl_l_mining_01_mk1,default,10,1,turretcomponents,8,
turret_spl_l_plasma_01_mk1,default,10,1,advancedelectronics,19,
turret_spl_l_plasma_01_mk1,default,10,1,energycells,248,
turret_spl_l_plasma_01_mk1,default,10,1,turretcomponents,58,
turret_spl_m_beam_01_mk1,default,10,1,advancedelectronics,12,
turret_spl_m_beam_01_mk1,default,10,1,energycells,160,
turret_spl_m_beam_01_mk1,default,10,1,turretcomponents,37,
turret_spl_m_beam_02_mk1,default,10,1,advancedelectronics,12,
turret_spl_m_beam_02_mk1,default,10,1,energycells,160,
turret_spl_m_beam_02_mk1,default,10,1,turretcomponents,37,
turret_spl_m_dumbfire_01_mk1,default,10,1,advancedelectronics,4,
turret_spl_m_dumbfire_01_mk1,default,10,1,energycells,54,
turret_spl_m_dumbfire_01_mk1,default,10,1,turretcomponents,12,
turret_spl_m_dumbfire_02_mk1,default,10,1,advancedelectronics,4,
turret_spl_m_dumbfire_02_mk1,default,10,1,energycells,54,
turret_spl_m_dumbfire_02_mk1,default,10,1,turretcomponents,12,
turret_spl_m_flak_01_mk1,default,10,1,advancedelectronics,11,
turret_spl_m_flak_01_mk1,default,10,1,energycells,142,
turret_spl_m_flak_01_mk1,default,10,1,turretcomponents,33,
turret_spl_m_flak_02_mk1,default,10,1,advancedelectronics,11,
turret_spl_m_flak_02_mk1,default,10,1,energycells,142,
turret_spl_m_flak_02_mk1,default,10,1,turretcomponents,33,
turret_spl_m_gatling_01_mk1,default,10,1,advancedelectronics,8,
turret_spl_m_gatling_01_mk1,default,10,1,energycells,106,
turret_spl_m_gatling_01_mk1,default,10,1,turretcomponents,24,
turret_spl_m_gatling_02_mk1,default,10,1,advancedelectronics,8,
turret_spl_m_gatling_02_mk1,default,10,1,energycells,106,
turret_spl_m_gatling_02_mk1,default,10,1,turretcomponents,24,
turret_spl_m_guided_01_mk1,default,10,1,advancedelectronics,5,
turret_spl_m_guided_01_mk1,default,10,1,energycells,75,
turret_spl_m_guided_01_mk1,default,10,1,turretcomponents,17,
turret_spl_m_guided_02_mk1,default,10,1,advancedelectronics,5,
turret_spl_m_guided_02_mk1,default,10,1,energycells,75,
turret_spl_m_guided_02_mk1,default,10,1,turretcomponents,17,
turret_spl_m_laser_01_mk1,default,10,1,advancedelectronics,2,
turret_spl_m_laser_01_mk1,default,10,1,energycells,34,
turret_spl_m_laser_01_mk1,default,10,1,turretcomponents,7,
turret_spl_m_laser_02_mk1,default,10,1,advancedelectronics,2,
turret_spl_m_laser_02_mk1,default,10,1,energycells,34,
turret_spl_m_laser_02_mk1,default,10,1,turretcomponents,7,
turret_spl_m_mining_01_mk1,default,10,1,advancedelectronics,1,
turret_spl_m_mining_01_mk1,default,10,1,energycells,18,
turret_spl_m_mining_01_mk1,default,10,1,turretcomponents,4,
turret_spl_m_mining_02_mk1,default,10,1,advancedelectronics,1,
turret_spl_m_mining_02_mk1,default,10,1,energycells,18,
turret_spl_m_mining_02_mk1,default,10,1,turretcomponents,4,
turret_spl_m_plasma_01_mk1,default,10,1,advancedelectronics,9,
turret_spl_m_plasma_01_mk1,default,10,1,energycells,124,
turret_spl_m_plasma_01_mk1,default,10,1,turretcomponents,29,
turret_spl_m_plasma_02_mk1,default,10,1,advancedelectronics,9,
turret_spl_m_plasma_02_mk1,default,10,1,energycells,124,
turret_spl_m_plasma_02_mk1,default,10,1,turretcomponents,29,
turret_spl_m_shotgun_01_mk1,default,10,1,advancedelectronics,6,
turret_spl_m_shotgun_01_mk1,default,10,1,energycells,88,
turret_spl_m_shotgun_01_mk1,default,10,1,turretcomponents,20,
turret_spl_m_shotgun_02_mk1,default,10,1,advancedelectronics,10,
turret_spl_m_shotgun_02_mk1,default,10,1,energycells,133,
turret_spl_m_shotgun_02_mk1,default,10,1,turretcomponents,31,
weapon_spl_l_destroyer_01_mk1,default,10,1,advancedelectronics,338,
weapon_spl_l_destroyer_01_mk1,default,10,1,energycells,3060,
weapon_spl_l_destroyer_01_mk1,default,10,1,weaponcomponents,343,
weapon_spl_m_gatling_01_mk1,default,10,1,advancedelectronics,16,
weapon_spl_m_gatling_01_mk1,default,10,1,energycells,152,
weapon_spl_m_gatling_01_mk1,default,10,1,weaponcomponents,17,
weapon_spl_m_gatling_01_mk2,default,10,1,advancedelectronics,99,
weapon_spl_m_gatling_01_mk2,default,10,1,energycells,897,
weapon_spl_m_gatling_01_mk2,default,10,1,weaponcomponents,100,
